carnet,nombre,carrera,departamento,promedio
EST086545,Estudiante 86545,Arquitectura,Sonsonate,9.44
EST086546,Estudiante 86546,Administración,San Miguel,6.16
EST086547,Estudiante 86547,Ingeniería Industrial,Sonsonate,6.53
EST086548,Estudiante 86548,Administración,San Miguel,5.18
EST086549,Estudiante 86549,Administración,San Salvador,8.51
EST086550,Estudiante 86550,Ingeniería en Sistemas,Santa Ana,8.51
EST086551,Estudiante 86551,Contaduría,La Libertad,8.24
EST086552,Estudiante 86552,Arquitectura,La Libertad,9.96
EST086553,Estudiante 86553,Administración,San Miguel,9.79
EST086554,Estudiante 86554,Contaduría,San Salvador,6.08
EST086555,Estudiante 86555,Ingeniería en Sistemas,Sonsonate,7.22
EST086556,Estudiante 86556,Contaduría,La Libertad,9.5
EST086557,Estudiante 86557,Administración,San Miguel,5.94
EST086558,Estudiante 86558,Ingeniería en Sistemas,Santa Ana,8.43
EST086559,Estudiante 86559,Ingeniería Industrial,San Salvador,6.44
EST086560,Estudiante 86560,Administración,La Libertad,7.69
EST086561,Estudiante 86561,Ingeniería en Sistemas,Sonsonate,7.08
EST086562,Estudiante 86562,Administración,San Miguel,9.24
EST086563,Estudiante 86563,Ingeniería en Sistemas,Sonsonate,7.72
EST086564,Estudiante 86564,Arquitectura,Santa Ana,8.96
EST086565,Estudiante 86565,Arquitectura,Santa Ana,8.88
EST086566,Estudiante 86566,Arquitectura,San Salvador,5.36
EST086567,Estudiante 86567,Contaduría,La Libertad,6.84
EST086568,Estudiante 86568,Arquitectura,La Libertad,7.79
EST086569,Estudiante 86569,Ingeniería en Sistemas,San Miguel,5.98
EST086570,Estudiante 86570,Ingeniería Industrial,San Miguel,6.92
EST086571,Estudiante 86571,Ingeniería en Sistemas,San Miguel,8.97
EST086572,Estudiante 86572,Contaduría,Sonsonate,9.59
EST086573,Estudiante 86573,Contaduría,Sonsonate,9.36
EST086574,Estudiante 86574,Contaduría,San Salvador,8.35
EST086575,Estudiante 86575,Ingeniería en Sistemas,La Libertad,5.35
EST086576,Estudiante 86576,Contaduría,Sonsonate,6.64
EST086577,Estudiante 86577,Contaduría,La Libertad,6.59
EST086578,Estudiante 86578,Ingeniería Industrial,Santa Ana,5.24
EST086579,Estudiante 86579,Arquitectura,La Libertad,5.38
EST086580,Estudiante 86580,Ingeniería Industrial,San Miguel,5.99
EST086581,Estudiante 86581,Contaduría,La Libertad,5.56
EST086582,Estudiante 86582,Arquitectura,Sonsonate,6.98
EST086583,Estudiante 86583,Ingeniería Industrial,Santa Ana,7.08
EST086584,Estudiante 86584,Ingeniería Industrial,La Libertad,7.09
EST086585,Estudiante 86585,Ingeniería Industrial,San Miguel,8.53
EST086586,Estudiante 86586,Contaduría,Santa Ana,6.67
EST086587,Estudiante 86587,Ingeniería en Sistemas,Santa Ana,6.75
EST086588,Estudiante 86588,Arquitectura,La Libertad,7.78
EST086589,Estudiante 86589,Administración,La Libertad,8.11
EST086590,Estudiante 86590,Administración,La Libertad,7.98
EST086591,Estudiante 86591,Ingeniería Industrial,Sonsonate,9.69
EST086592,Estudiante 86592,Administración,Santa Ana,5.77
EST086593,Estudiante 86593,Contaduría,La Libertad,8.18
EST086594,Estudiante 86594,Contaduría,La Libertad,9.77
EST086595,Estudiante 86595,Contaduría,Sonsonate,6.27
EST086596,Estudiante 86596,Arquitectura,San Salvador,9.82
EST086597,Estudiante 86597,Ingeniería Industrial,San Salvador,9.69
EST086598,Estudiante 86598,Ingeniería Industrial,San Salvador,6.04
EST086599,Estudiante 86599,Ingeniería en Sistemas,San Salvador,6.69
EST086600,Estudiante 86600,Arquitectura,San Salvador,7.8
EST086601,Estudiante 86601,Ingeniería Industrial,San Salvador,6.49
EST086602,Estudiante 86602,Administración,Santa Ana,7.86
EST086603,Estudiante 86603,Contaduría,San Miguel,8.15
EST086604,Estudiante 86604,Ingeniería en Sistemas,Sonsonate,5.21
EST086605,Estudiante 86605,Arquitectura,La Libertad,9.88
EST086606,Estudiante 86606,Arquitectura,Santa Ana,6.03
EST086607,Estudiante 86607,Contaduría,Santa Ana,6.07
EST086608,Estudiante 86608,Ingeniería Industrial,La Libertad,8.47
EST086609,Estudiante 86609,Arquitectura,San Miguel,5.5
EST086610,Estudiante 86610,Ingeniería Industrial,San Miguel,5.08
EST086611,Estudiante 86611,Ingeniería Industrial,Santa Ana,6.32
EST086612,Estudiante 86612,Contaduría,San Salvador,5.49
EST086613,Estudiante 86613,Administración,San Salvador,7.83
EST086614,Estudiante 86614,Contaduría,San Salvador,6.66
EST086615,Estudiante 86615,Ingeniería Industrial,San Miguel,8.05
EST086616,Estudiante 86616,Ingeniería en Sistemas,Santa Ana,8.83
EST086617,Estudiante 86617,Ingeniería Industrial,San Salvador,7.81
EST086618,Estudiante 86618,Ingeniería en Sistemas,Sonsonate,7.49
EST086619,Estudiante 86619,Ingeniería Industrial,Santa Ana,8.56
EST086620,Estudiante 86620,Administración,Sonsonate,6.1
EST086621,Estudiante 86621,Ingeniería Industrial,Santa Ana,7.85
EST086622,Estudiante 86622,Administración,San Miguel,6.22
EST086623,Estudiante 86623,Ingeniería en Sistemas,Santa Ana,8.36
EST086624,Estudiante 86624,Contaduría,San Miguel,5.58
EST086625,Estudiante 86625,Arquitectura,Sonsonate,6.14
EST086626,Estudiante 86626,Ingeniería Industrial,San Salvador,9.26
EST086627,Estudiante 86627,Ingeniería Industrial,Santa Ana,9.34
EST086628,Estudiante 86628,Ingeniería en Sistemas,Sonsonate,8.05
EST086629,Estudiante 86629,Administración,San Salvador,8.68
EST086630,Estudiante 86630,Contaduría,San Salvador,7.03
EST086631,Estudiante 86631,Ingeniería Industrial,La Libertad,7.99
EST086632,Estudiante 86632,Contaduría,La Libertad,5.85
EST086633,Estudiante 86633,Arquitectura,San Miguel,9.0
EST086634,Estudiante 86634,Arquitectura,San Miguel,9.24
EST086635,Estudiante 86635,Ingeniería Industrial,San Salvador,9.91
EST086636,Estudiante 86636,Administración,San Miguel,9.97
EST086637,Estudiante 86637,Ingeniería en Sistemas,Santa Ana,9.13
EST086638,Estudiante 86638,Ingeniería en Sistemas,San Miguel,6.48
EST086639,Estudiante 86639,Arquitectura,Sonsonate,6.78
EST086640,Estudiante 86640,Arquitectura,Sonsonate,8.18
EST086641,Estudiante 86641,Ingeniería Industrial,La Libertad,6.73
EST086642,Estudiante 86642,Arquitectura,Sonsonate,6.09
EST086643,Estudiante 86643,Ingeniería en Sistemas,La Libertad,8.7
EST086644,Estudiante 86644,Ingeniería en Sistemas,Sonsonate,7.91
EST086645,Estudiante 86645,Contaduría,San Miguel,8.93
EST086646,Estudiante 86646,Contaduría,San Salvador,9.98
EST086647,Estudiante 86647,Ingeniería en Sistemas,La Libertad,6.99
EST086648,Estudiante 86648,Contaduría,Santa Ana,7.39
EST086649,Estudiante 86649,Administración,San Miguel,7.01
EST086650,Estudiante 86650,Ingeniería Industrial,Santa Ana,6.0
EST086651,Estudiante 86651,Arquitectura,La Libertad,8.25
EST086652,Estudiante 86652,Arquitectura,Sonsonate,9.52
EST086653,Estudiante 86653,Ingeniería Industrial,Santa Ana,9.76
EST086654,Estudiante 86654,Ingeniería Industrial,La Libertad,5.23
EST086655,Estudiante 86655,Contaduría,La Libertad,6.6
EST086656,Estudiante 86656,Ingeniería en Sistemas,San Salvador,8.25
EST086657,Estudiante 86657,Contaduría,Sonsonate,6.24
EST086658,Estudiante 86658,Ingeniería en Sistemas,San Miguel,8.97
EST086659,Estudiante 86659,Administración,La Libertad,6.12
EST086660,Estudiante 86660,Administración,San Salvador,6.14
EST086661,Estudiante 86661,Ingeniería Industrial,San Miguel,6.32
EST086662,Estudiante 86662,Administración,San Miguel,5.53
EST086663,Estudiante 86663,Arquitectura,Sonsonate,5.99
EST086664,Estudiante 86664,Ingeniería Industrial,La Libertad,8.14
EST086665,Estudiante 86665,Arquitectura,La Libertad,8.39
EST086666,Estudiante 86666,Contaduría,La Libertad,7.51
EST086667,Estudiante 86667,Ingeniería en Sistemas,Santa Ana,5.05
EST086668,Estudiante 86668,Contaduría,La Libertad,9.64
EST086669,Estudiante 86669,Ingeniería en Sistemas,Santa Ana,7.06
EST086670,Estudiante 86670,Ingeniería Industrial,San Salvador,8.74
EST086671,Estudiante 86671,Ingeniería en Sistemas,Santa Ana,5.73
EST086672,Estudiante 86672,Arquitectura,Sonsonate,5.39
EST086673,Estudiante 86673,Ingeniería en Sistemas,San Miguel,6.0
EST086674,Estudiante 86674,Arquitectura,San Salvador,7.4
EST086675,Estudiante 86675,Administración,San Miguel,5.51
EST086676,Estudiante 86676,Arquitectura,San Miguel,9.09
EST086677,Estudiante 86677,Administración,Santa Ana,7.2
EST086678,Estudiante 86678,Ingeniería en Sistemas,San Miguel,9.25
EST086679,Estudiante 86679,Contaduría,Santa Ana,6.16
EST086680,Estudiante 86680,Ingeniería en Sistemas,San Salvador,5.33
EST086681,Estudiante 86681,Arquitectura,Santa Ana,7.18
EST086682,Estudiante 86682,Contaduría,Santa Ana,5.29
EST086683,Estudiante 86683,Ingeniería Industrial,San Salvador,5.48
EST086684,Estudiante 86684,Ingeniería en Sistemas,San Miguel,8.48
EST086685,Estudiante 86685,Contaduría,San Salvador,9.35
EST086686,Estudiante 86686,Ingeniería en Sistemas,San Miguel,5.97
EST086687,Estudiante 86687,Ingeniería Industrial,San Miguel,9.44
EST086688,Estudiante 86688,Arquitectura,San Salvador,7.61
EST086689,Estudiante 86689,Administración,San Salvador,9.21
EST086690,Estudiante 86690,Ingeniería Industrial,San Miguel,5.1
EST086691,Estudiante 86691,Arquitectura,Santa Ana,7.62
EST086692,Estudiante 86692,Administración,Santa Ana,5.62
EST086693,Estudiante 86693,Contaduría,San Salvador,7.49
EST086694,Estudiante 86694,Ingeniería Industrial,San Miguel,7.31
EST086695,Estudiante 86695,Administración,La Libertad,9.39
EST086696,Estudiante 86696,Contaduría,San Miguel,7.63
EST086697,Estudiante 86697,Contaduría,San Salvador,6.48
EST086698,Estudiante 86698,Ingeniería en Sistemas,San Miguel,5.24
EST086699,Estudiante 86699,Ingeniería Industrial,San Salvador,9.91
EST086700,Estudiante 86700,Administración,La Libertad,6.25
EST086701,Estudiante 86701,Ingeniería en Sistemas,La Libertad,6.02
EST086702,Estudiante 86702,Ingeniería en Sistemas,La Libertad,8.58
EST086703,Estudiante 86703,Administración,Sonsonate,8.98
EST086704,Estudiante 86704,Contaduría,San Salvador,7.91
EST086705,Estudiante 86705,Administración,La Libertad,6.15
EST086706,Estudiante 86706,Arquitectura,Santa Ana,9.9
EST086707,Estudiante 86707,Arquitectura,Sonsonate,7.19
EST086708,Estudiante 86708,Administración,Sonsonate,6.23
EST086709,Estudiante 86709,Ingeniería en Sistemas,San Miguel,7.67
EST086710,Estudiante 86710,Contaduría,Santa Ana,6.62
EST086711,Estudiante 86711,Arquitectura,San Salvador,5.03
EST086712,Estudiante 86712,Administración,Santa Ana,7.06
EST086713,Estudiante 86713,Arquitectura,San Miguel,6.03
EST086714,Estudiante 86714,Arquitectura,La Libertad,9.13
EST086715,Estudiante 86715,Administración,Sonsonate,6.66
EST086716,Estudiante 86716,Arquitectura,La Libertad,5.1
EST086717,Estudiante 86717,Administración,La Libertad,5.15
EST086718,Estudiante 86718,Ingeniería Industrial,San Miguel,5.3
EST086719,Estudiante 86719,Administración,San Salvador,7.41
EST086720,Estudiante 86720,Contaduría,Santa Ana,9.83
EST086721,Estudiante 86721,Contaduría,San Salvador,6.91
EST086722,Estudiante 86722,Ingeniería Industrial,San Miguel,6.22
EST086723,Estudiante 86723,Arquitectura,San Miguel,6.13
EST086724,Estudiante 86724,Contaduría,Sonsonate,7.62
EST086725,Estudiante 86725,Arquitectura,Sonsonate,7.75
EST086726,Estudiante 86726,Contaduría,Santa Ana,9.86
EST086727,Estudiante 86727,Arquitectura,Sonsonate,5.01
EST086728,Estudiante 86728,Ingeniería Industrial,San Miguel,6.76
EST086729,Estudiante 86729,Arquitectura,Santa Ana,7.57
EST086730,Estudiante 86730,Arquitectura,San Miguel,6.37
EST086731,Estudiante 86731,Arquitectura,San Miguel,6.54
EST086732,Estudiante 86732,Contaduría,Santa Ana,5.27
EST086733,Estudiante 86733,Administración,La Libertad,6.96
EST086734,Estudiante 86734,Administración,San Miguel,8.77
EST086735,Estudiante 86735,Ingeniería en Sistemas,San Salvador,9.82
EST086736,Estudiante 86736,Ingeniería en Sistemas,San Miguel,8.55
EST086737,Estudiante 86737,Administración,La Libertad,5.55
EST086738,Estudiante 86738,Ingeniería en Sistemas,San Miguel,5.91
EST086739,Estudiante 86739,Arquitectura,San Miguel,6.18
EST086740,Estudiante 86740,Contaduría,San Miguel,9.52
EST086741,Estudiante 86741,Administración,San Miguel,5.51
EST086742,Estudiante 86742,Contaduría,Santa Ana,7.09
EST086743,Estudiante 86743,Administración,La Libertad,6.37
EST086744,Estudiante 86744,Ingeniería Industrial,San Salvador,6.17
EST086745,Estudiante 86745,Administración,Santa Ana,5.66
EST086746,Estudiante 86746,Arquitectura,La Libertad,7.47
EST086747,Estudiante 86747,Ingeniería Industrial,San Salvador,7.45
EST086748,Estudiante 86748,Ingeniería Industrial,San Miguel,7.78
EST086749,Estudiante 86749,Administración,San Salvador,8.72
EST086750,Estudiante 86750,Contaduría,San Salvador,7.05
EST086751,Estudiante 86751,Arquitectura,Sonsonate,9.56
EST086752,Estudiante 86752,Arquitectura,San Salvador,9.65
EST086753,Estudiante 86753,Arquitectura,Sonsonate,9.25
EST086754,Estudiante 86754,Contaduría,San Salvador,8.33
EST086755,Estudiante 86755,Ingeniería Industrial,San Miguel,6.41
EST086756,Estudiante 86756,Administración,San Salvador,5.75
EST086757,Estudiante 86757,Administración,San Miguel,8.53
EST086758,Estudiante 86758,Arquitectura,Santa Ana,9.42
EST086759,Estudiante 86759,Ingeniería Industrial,Santa Ana,6.84
EST086760,Estudiante 86760,Administración,Santa Ana,6.1
EST086761,Estudiante 86761,Ingeniería en Sistemas,Sonsonate,9.36
EST086762,Estudiante 86762,Arquitectura,Santa Ana,8.52
EST086763,Estudiante 86763,Administración,San Salvador,5.12
EST086764,Estudiante 86764,Contaduría,San Salvador,7.29
EST086765,Estudiante 86765,Contaduría,Santa Ana,6.29
EST086766,Estudiante 86766,Ingeniería en Sistemas,Santa Ana,7.27
EST086767,Estudiante 86767,Arquitectura,Sonsonate,5.18
EST086768,Estudiante 86768,Administración,Santa Ana,5.75
EST086769,Estudiante 86769,Ingeniería en Sistemas,San Miguel,5.59
EST086770,Estudiante 86770,Ingeniería Industrial,Santa Ana,8.04
EST086771,Estudiante 86771,Ingeniería en Sistemas,San Miguel,6.95
EST086772,Estudiante 86772,Administración,San Salvador,6.43
EST086773,Estudiante 86773,Contaduría,San Salvador,8.86
EST086774,Estudiante 86774,Ingeniería Industrial,Santa Ana,5.04
EST086775,Estudiante 86775,Ingeniería en Sistemas,Santa Ana,7.12
EST086776,Estudiante 86776,Ingeniería en Sistemas,San Miguel,9.79
EST086777,Estudiante 86777,Ingeniería en Sistemas,La Libertad,9.06
EST086778,Estudiante 86778,Ingeniería Industrial,San Miguel,7.7
EST086779,Estudiante 86779,Ingeniería en Sistemas,Santa Ana,5.01
EST086780,Estudiante 86780,Contaduría,La Libertad,9.87
EST086781,Estudiante 86781,Contaduría,Sonsonate,8.35
EST086782,Estudiante 86782,Administración,San Salvador,9.2
EST086783,Estudiante 86783,Ingeniería Industrial,San Miguel,5.64
EST086784,Estudiante 86784,Administración,La Libertad,9.63
EST086785,Estudiante 86785,Arquitectura,Santa Ana,9.44
EST086786,Estudiante 86786,Contaduría,San Salvador,5.33
EST086787,Estudiante 86787,Administración,La Libertad,6.46
EST086788,Estudiante 86788,Arquitectura,San Salvador,6.41
EST086789,Estudiante 86789,Ingeniería Industrial,San Miguel,5.11
EST086790,Estudiante 86790,Contaduría,San Salvador,5.87
EST086791,Estudiante 86791,Contaduría,San Miguel,6.76
EST086792,Estudiante 86792,Arquitectura,San Miguel,9.7
EST086793,Estudiante 86793,Administración,San Salvador,6.28
EST086794,Estudiante 86794,Administración,Sonsonate,9.7
EST086795,Estudiante 86795,Administración,La Libertad,8.0
EST086796,Estudiante 86796,Administración,San Salvador,6.32
EST086797,Estudiante 86797,Contaduría,La Libertad,8.03
EST086798,Estudiante 86798,Administración,San Salvador,8.84
EST086799,Estudiante 86799,Arquitectura,La Libertad,9.23
EST086800,Estudiante 86800,Ingeniería Industrial,San Miguel,5.4
EST086801,Estudiante 86801,Ingeniería en Sistemas,Sonsonate,6.35
EST086802,Estudiante 86802,Administración,Sonsonate,6.41
EST086803,Estudiante 86803,Arquitectura,Sonsonate,8.07
EST086804,Estudiante 86804,Ingeniería Industrial,Santa Ana,8.3
EST086805,Estudiante 86805,Administración,San Salvador,5.27
EST086806,Estudiante 86806,Arquitectura,San Miguel,6.5
EST086807,Estudiante 86807,Ingeniería en Sistemas,Santa Ana,6.45
EST086808,Estudiante 86808,Contaduría,San Miguel,6.19
EST086809,Estudiante 86809,Ingeniería Industrial,Santa Ana,5.15
EST086810,Estudiante 86810,Administración,San Salvador,5.87
EST086811,Estudiante 86811,Administración,San Salvador,5.2
EST086812,Estudiante 86812,Ingeniería en Sistemas,Sonsonate,9.56
EST086813,Estudiante 86813,Administración,La Libertad,9.21
EST086814,Estudiante 86814,Contaduría,Sonsonate,8.97
EST086815,Estudiante 86815,Ingeniería en Sistemas,Sonsonate,6.21
EST086816,Estudiante 86816,Arquitectura,Sonsonate,6.0
EST086817,Estudiante 86817,Administración,San Salvador,5.7
EST086818,Estudiante 86818,Arquitectura,San Salvador,8.02
EST086819,Estudiante 86819,Ingeniería en Sistemas,La Libertad,5.78
EST086820,Estudiante 86820,Arquitectura,San Miguel,5.43
EST086821,Estudiante 86821,Ingeniería en Sistemas,Santa Ana,8.41
EST086822,Estudiante 86822,Ingeniería Industrial,Sonsonate,6.57
EST086823,Estudiante 86823,Contaduría,San Miguel,6.25
EST086824,Estudiante 86824,Contaduría,Sonsonate,7.58
EST086825,Estudiante 86825,Ingeniería en Sistemas,San Miguel,5.25
EST086826,Estudiante 86826,Arquitectura,Santa Ana,8.46
EST086827,Estudiante 86827,Contaduría,La Libertad,6.45
EST086828,Estudiante 86828,Arquitectura,San Miguel,5.42
EST086829,Estudiante 86829,Contaduría,Santa Ana,6.92
EST086830,Estudiante 86830,Arquitectura,San Salvador,8.82
EST086831,Estudiante 86831,Contaduría,Sonsonate,7.06
EST086832,Estudiante 86832,Ingeniería en Sistemas,Sonsonate,6.43
EST086833,Estudiante 86833,Ingeniería en Sistemas,Sonsonate,7.62
EST086834,Estudiante 86834,Ingeniería Industrial,San Salvador,9.77
EST086835,Estudiante 86835,Ingeniería Industrial,San Salvador,9.41
EST086836,Estudiante 86836,Ingeniería en Sistemas,Sonsonate,6.21
EST086837,Estudiante 86837,Ingeniería Industrial,San Miguel,6.9
EST086838,Estudiante 86838,Contaduría,San Salvador,7.07
EST086839,Estudiante 86839,Arquitectura,San Salvador,9.23
EST086840,Estudiante 86840,Administración,La Libertad,7.87
EST086841,Estudiante 86841,Administración,Sonsonate,5.04
EST086842,Estudiante 86842,Arquitectura,Santa Ana,6.06
EST086843,Estudiante 86843,Administración,Sonsonate,6.65
EST086844,Estudiante 86844,Contaduría,Sonsonate,9.52
EST086845,Estudiante 86845,Administración,Sonsonate,5.27
EST086846,Estudiante 86846,Ingeniería Industrial,Sonsonate,6.18
EST086847,Estudiante 86847,Contaduría,San Salvador,8.35
EST086848,Estudiante 86848,Administración,San Miguel,8.15
EST086849,Estudiante 86849,Arquitectura,La Libertad,9.8
EST086850,Estudiante 86850,Administración,La Libertad,8.22
EST086851,Estudiante 86851,Ingeniería Industrial,La Libertad,6.99
EST086852,Estudiante 86852,Administración,Santa Ana,6.44
EST086853,Estudiante 86853,Administración,La Libertad,6.78
EST086854,Estudiante 86854,Contaduría,San Miguel,7.92
EST086855,Estudiante 86855,Administración,San Miguel,6.8
EST086856,Estudiante 86856,Contaduría,La Libertad,9.17
EST086857,Estudiante 86857,Ingeniería en Sistemas,San Miguel,6.81
EST086858,Estudiante 86858,Ingeniería Industrial,Sonsonate,6.46
EST086859,Estudiante 86859,Ingeniería en Sistemas,Santa Ana,8.63
EST086860,Estudiante 86860,Ingeniería Industrial,San Salvador,7.03
EST086861,Estudiante 86861,Contaduría,La Libertad,5.04
EST086862,Estudiante 86862,Administración,Santa Ana,9.98
EST086863,Estudiante 86863,Arquitectura,San Miguel,8.08
EST086864,Estudiante 86864,Administración,San Miguel,7.6
EST086865,Estudiante 86865,Ingeniería en Sistemas,San Salvador,5.43
EST086866,Estudiante 86866,Ingeniería en Sistemas,Santa Ana,6.11
EST086867,Estudiante 86867,Arquitectura,San Salvador,7.16
EST086868,Estudiante 86868,Administración,Sonsonate,7.39
EST086869,Estudiante 86869,Ingeniería en Sistemas,La Libertad,7.3
EST086870,Estudiante 86870,Ingeniería en Sistemas,San Miguel,9.2
EST086871,Estudiante 86871,Ingeniería en Sistemas,San Salvador,5.19
EST086872,Estudiante 86872,Administración,Santa Ana,7.71
EST086873,Estudiante 86873,Arquitectura,La Libertad,8.51
EST086874,Estudiante 86874,Contaduría,San Salvador,7.75
EST086875,Estudiante 86875,Administración,Sonsonate,6.16
EST086876,Estudiante 86876,Ingeniería Industrial,Sonsonate,6.32
EST086877,Estudiante 86877,Ingeniería en Sistemas,La Libertad,8.88
EST086878,Estudiante 86878,Ingeniería en Sistemas,La Libertad,9.64
EST086879,Estudiante 86879,Arquitectura,San Salvador,8.97
EST086880,Estudiante 86880,Ingeniería Industrial,San Salvador,5.45
EST086881,Estudiante 86881,Administración,Santa Ana,5.64
EST086882,Estudiante 86882,Ingeniería en Sistemas,Sonsonate,9.42
EST086883,Estudiante 86883,Ingeniería en Sistemas,Sonsonate,5.43
EST086884,Estudiante 86884,Ingeniería Industrial,Santa Ana,7.51
EST086885,Estudiante 86885,Ingeniería Industrial,Santa Ana,5.02
EST086886,Estudiante 86886,Contaduría,San Salvador,9.39
EST086887,Estudiante 86887,Arquitectura,Santa Ana,9.24
EST086888,Estudiante 86888,Ingeniería en Sistemas,Santa Ana,8.32
EST086889,Estudiante 86889,Administración,San Salvador,7.62
EST086890,Estudiante 86890,Arquitectura,Sonsonate,5.93
EST086891,Estudiante 86891,Ingeniería en Sistemas,Santa Ana,7.41
EST086892,Estudiante 86892,Ingeniería Industrial,La Libertad,9.07
EST086893,Estudiante 86893,Arquitectura,San Salvador,7.86
EST086894,Estudiante 86894,Ingeniería Industrial,La Libertad,5.16
EST086895,Estudiante 86895,Contaduría,San Salvador,6.62
EST086896,Estudiante 86896,Ingeniería Industrial,Sonsonate,7.42
EST086897,Estudiante 86897,Ingeniería Industrial,La Libertad,9.37
EST086898,Estudiante 86898,Contaduría,San Salvador,6.39
EST086899,Estudiante 86899,Arquitectura,Sonsonate,5.94
EST086900,Estudiante 86900,Arquitectura,Santa Ana,5.69
EST086901,Estudiante 86901,Ingeniería Industrial,Santa Ana,8.02
EST086902,Estudiante 86902,Administración,La Libertad,5.04
EST086903,Estudiante 86903,Ingeniería en Sistemas,La Libertad,5.63
EST086904,Estudiante 86904,Administración,Sonsonate,8.94
EST086905,Estudiante 86905,Administración,Santa Ana,5.64
EST086906,Estudiante 86906,Ingeniería Industrial,La Libertad,8.38
EST086907,Estudiante 86907,Ingeniería en Sistemas,La Libertad,7.19
EST086908,Estudiante 86908,Administración,La Libertad,9.67
EST086909,Estudiante 86909,Administración,San Salvador,8.51
EST086910,Estudiante 86910,Ingeniería Industrial,San Miguel,5.53
EST086911,Estudiante 86911,Ingeniería Industrial,San Miguel,9.39
EST086912,Estudiante 86912,Contaduría,La Libertad,7.6
EST086913,Estudiante 86913,Ingeniería Industrial,San Salvador,8.41
EST086914,Estudiante 86914,Administración,San Salvador,7.58
EST086915,Estudiante 86915,Contaduría,La Libertad,5.82
EST086916,Estudiante 86916,Contaduría,Sonsonate,5.15
EST086917,Estudiante 86917,Arquitectura,La Libertad,5.55
EST086918,Estudiante 86918,Contaduría,La Libertad,6.77
EST086919,Estudiante 86919,Arquitectura,Santa Ana,6.06
EST086920,Estudiante 86920,Arquitectura,San Miguel,7.13
EST086921,Estudiante 86921,Administración,San Salvador,6.76
EST086922,Estudiante 86922,Ingeniería en Sistemas,San Miguel,8.37
EST086923,Estudiante 86923,Arquitectura,San Miguel,7.02
EST086924,Estudiante 86924,Contaduría,San Salvador,6.02
EST086925,Estudiante 86925,Ingeniería en Sistemas,San Miguel,8.85
EST086926,Estudiante 86926,Arquitectura,Sonsonate,8.18
EST086927,Estudiante 86927,Administración,Sonsonate,6.0
EST086928,Estudiante 86928,Ingeniería Industrial,San Salvador,7.41
EST086929,Estudiante 86929,Ingeniería en Sistemas,Santa Ana,6.29
EST086930,Estudiante 86930,Ingeniería Industrial,La Libertad,8.17
EST086931,Estudiante 86931,Arquitectura,San Salvador,6.21
EST086932,Estudiante 86932,Administración,San Miguel,6.43
EST086933,Estudiante 86933,Ingeniería Industrial,Sonsonate,8.78
EST086934,Estudiante 86934,Ingeniería Industrial,Santa Ana,8.6
EST086935,Estudiante 86935,Ingeniería en Sistemas,Santa Ana,8.28
EST086936,Estudiante 86936,Arquitectura,San Salvador,5.97
EST086937,Estudiante 86937,Administración,La Libertad,5.15
EST086938,Estudiante 86938,Ingeniería Industrial,San Miguel,7.09
EST086939,Estudiante 86939,Contaduría,San Salvador,8.42
EST086940,Estudiante 86940,Ingeniería Industrial,Santa Ana,7.8
EST086941,Estudiante 86941,Arquitectura,La Libertad,8.31
EST086942,Estudiante 86942,Ingeniería Industrial,San Miguel,6.47
EST086943,Estudiante 86943,Contaduría,San Miguel,8.65
EST086944,Estudiante 86944,Ingeniería en Sistemas,La Libertad,6.11
EST086945,Estudiante 86945,Ingeniería Industrial,Sonsonate,8.2
EST086946,Estudiante 86946,Contaduría,La Libertad,9.51
EST086947,Estudiante 86947,Ingeniería en Sistemas,San Miguel,5.36
EST086948,Estudiante 86948,Arquitectura,Sonsonate,5.79
EST086949,Estudiante 86949,Ingeniería Industrial,San Miguel,9.62
EST086950,Estudiante 86950,Administración,Santa Ana,6.9
EST086951,Estudiante 86951,Arquitectura,La Libertad,6.05
EST086952,Estudiante 86952,Arquitectura,La Libertad,5.87
EST086953,Estudiante 86953,Arquitectura,San Salvador,6.63
EST086954,Estudiante 86954,Administración,La Libertad,7.29
EST086955,Estudiante 86955,Ingeniería Industrial,Santa Ana,8.81
EST086956,Estudiante 86956,Ingeniería Industrial,San Salvador,9.69
EST086957,Estudiante 86957,Ingeniería en Sistemas,La Libertad,5.74
EST086958,Estudiante 86958,Contaduría,San Salvador,5.27
EST086959,Estudiante 86959,Contaduría,San Salvador,7.16
EST086960,Estudiante 86960,Arquitectura,San Miguel,9.15
EST086961,Estudiante 86961,Arquitectura,Sonsonate,8.1
EST086962,Estudiante 86962,Contaduría,Santa Ana,7.76
EST086963,Estudiante 86963,Contaduría,San Salvador,9.75
EST086964,Estudiante 86964,Contaduría,Santa Ana,8.01
EST086965,Estudiante 86965,Ingeniería en Sistemas,San Miguel,6.55
EST086966,Estudiante 86966,Arquitectura,San Miguel,8.49
EST086967,Estudiante 86967,Contaduría,La Libertad,9.18
EST086968,Estudiante 86968,Administración,Sonsonate,6.84
EST086969,Estudiante 86969,Ingeniería en Sistemas,Sonsonate,6.43
EST086970,Estudiante 86970,Administración,San Miguel,7.35
EST086971,Estudiante 86971,Ingeniería Industrial,San Miguel,8.44
EST086972,Estudiante 86972,Contaduría,La Libertad,9.83
EST086973,Estudiante 86973,Ingeniería en Sistemas,Sonsonate,6.35
EST086974,Estudiante 86974,Arquitectura,Sonsonate,6.51
